Gene ID	brain	liver	testis
ENSMUSG00000020014	0	0.011239796	0.0109985
ENSMUSG00000020017	0.041354527	21.43645748	0
ENSMUSG00000020018	2.277646867	4.296238211	18.06847038
ENSMUSG00000020021	0	0	0.011692057
ENSMUSG00000020022	42.31486188	118.7903253	67.37005521
ENSMUSG00000020029	7.880006034	6.92916551	4.084795231
ENSMUSG00000020034	0	0.010174619	0.369125166
ENSMUSG00000020044	0	0	0
ENSMUSG00000020048	210.6205524	563.9153016	2344.138337
ENSMUSG00000020051	0.324155221	128.8651037	0.600143157
ENSMUSG00000020056	4.298859958	0.428716183	1.177796055
ENSMUSG00000020063	0	0	8.160525291
ENSMUSG00000020067	0	0	0.089231509
ENSMUSG00000020070	0	0	0
ENSMUSG00000020072	0.108225578	235.5254995	0.283236259
ENSMUSG00000020074	0.358593835	0.183355781	1.580649416
ENSMUSG00000020075	0.061792177	0.85492988	2.78128107
ENSMUSG00000020077	0	0	0
ENSMUSG00000020079	1.889989284	1.260190112	9.34907005
ENSMUSG00000020080	0.021133	0	0
ENSMUSG00000020083	12.18459793	0	4.103932817
ENSMUSG00000020085	0.857112748	1.744933474	3.975149819
ENSMUSG00000020087	0	0.248407472	0.117763777
ENSMUSG00000020089	149.5895016	427.1148512	191.462186
ENSMUSG00000020091	5.224990884	0.99956843	1.357185734
ENSMUSG00000020097	2.448900277	6.580373309	12.18172043
ENSMUSG00000020098	3.144062269	455.9906962	0.352851024
ENSMUSG00000020100	0	0	0
ENSMUSG00000020102	0.045859737	0.101460928	0.35909592
ENSMUSG00000020109	0.552521291	0	0
ENSMUSG00000020111	0.289091731	0	1.778356498
ENSMUSG00000020114	77.7758287	49.14922965	60.94673342
ENSMUSG00000020115	0.814311141	0.338270087	2.042109833
ENSMUSG00000020116	0.266887517	0.62149843	0.378981742
ENSMUSG00000020120	0.628164087	3.254464628	3.127196518
ENSMUSG00000020121	0.300240821	0	0
ENSMUSG00000020122	0.62139852	14.82107529	2.113480075
ENSMUSG00000020124	4.739185599	4.664285298	6.174533189
ENSMUSG00000020130	2.83049704	1.489044474	35.93837033
ENSMUSG00000020132	62.83990025	30.16144901	26.60699895
ENSMUSG00000020133	0.095042119	0.547247184	1.774615316
ENSMUSG00000020142	17.48382212	0.144029136	0
ENSMUSG00000020143	0.439122874	0.044165002	0.36699557
ENSMUSG00000020149	237.4948873	116.8648367	127.4678281
ENSMUSG00000020150	29.62613525	372.1055236	118.2774705
ENSMUSG00000020152	164.614698	46.33360785	60.68053393
ENSMUSG00000020153	15.82343926	46.38871442	5.626306127
ENSMUSG00000020154	0.005795836	0.019663971	0
ENSMUSG00000020156	0	0	0.848183527
ENSMUSG00000020163	0.632815414	0	0.766352364
ENSMUSG00000020175	0.248761435	0	0.61897857
ENSMUSG00000020180	16.60100961	10.72244277	65.11095682
ENSMUSG00000020182	12.9654571	31.24607606	0
ENSMUSG00000020183	0.106125433	0	0
ENSMUSG00000020186	0	1.134806447	0.531334186
ENSMUSG00000020189	5.274792973	1.156200764	11.05778301
ENSMUSG00000020198	30.47465009	1.08365458	3.227201192
ENSMUSG00000020205	0	3.705755058	0
ENSMUSG00000020214	0.243297301	0	10.50495141
ENSMUSG00000020219	20.89385573	72.89627339	18.11019895
ENSMUSG00000020228	0.90014927	1.356853527	1.561080156
ENSMUSG00000020231	1.523943929	0	0.017518804
ENSMUSG00000020238	7.936385758	4.889120122	19.81099787
ENSMUSG00000020241	0	0.018679184	0.067938427
ENSMUSG00000020255	0.277820485	0	0.28802785
ENSMUSG00000020256	2.406192637	0.210118127	0.336490547
ENSMUSG00000020257	5.64736898	2.356097801	0.976390958
ENSMUSG00000020260	1.199478619	0.067923715	20.84701751
ENSMUSG00000020263	3.189119065	0.170772033	11.04627168
ENSMUSG00000020267	316.6990024	376.0472644	322.1877203
ENSMUSG00000020272	0.372021606	1.217271815	0.584890646
ENSMUSG00000020277	73.41579674	10.55517811	70.58747178
ENSMUSG00000020280	0	0.084280643	2.872076681
ENSMUSG00000020283	0.062614381	2.366989453	20.24842838
ENSMUSG00000020284	0.24349463	0	1.497911736
ENSMUSG00000020289	0.189778848	0	0.099737036
ENSMUSG00000020290	17.38562743	13.18473419	123.3194328
ENSMUSG00000020297	5.0314205	0	0
ENSMUSG00000020305	0	0	0.191462186
ENSMUSG00000020307	1.373410067	0	1.829725805
ENSMUSG00000020308	0.862374855	0	0.387859854
ENSMUSG00000020309	2.960593252	7.926270352	2.133337118
ENSMUSG00000020311	0.800404143	0.87081354	23.17806171
ENSMUSG00000020315	57.01399548	0.664001807	16.14320054
ENSMUSG00000020321	1436.978205	1013.442321	541.032481
ENSMUSG00000020328	20.5330255	27.76787874	14.53305335
ENSMUSG00000020329	0.257180807	0.131095299	0.075016456
ENSMUSG00000020331	9.54790619	0	0
ENSMUSG00000020333	68.35571655	0.024949664	59.82725663
ENSMUSG00000020334	0	0.120061018	0
ENSMUSG00000020340	77.38117063	1.123849964	1.469996762
ENSMUSG00000020346	0	0.47957631	0
ENSMUSG00000020349	256.7015798	34.52783465	97.4678648
ENSMUSG00000020354	0	0	0
ENSMUSG00000020358	15.73886967	39.77462886	127.7138828
ENSMUSG00000020363	0.07707578	0	0.343627571
ENSMUSG00000020368	165.7892755	117.6622613	590.9628722
ENSMUSG00000020372	32.4855269	314.8984161	151.0574198
ENSMUSG00000020375	3.430001434	0.304337403	2.858119194
ENSMUSG00000020386	71.88884589	334.6849179	79.95913281
ENSMUSG00000020388	0.199386892	0	0
ENSMUSG00000020390	4.321975644	2.443620008	16.08420498
ENSMUSG00000020392	0	0	0.934719946
ENSMUSG00000020396	0.871395611	0.468995848	0.052329064
ENSMUSG00000020397	0.39200352	0	0.818110179
ENSMUSG00000020407	0	0.318995752	0.042220678
ENSMUSG00000020422	1.349589634	0.239240331	0.557076396
ENSMUSG00000020424	0.215586666	0	0
ENSMUSG00000020430	0	0.011386963	0.163460877
ENSMUSG00000020432	0	0.38182373	0.061530933
ENSMUSG00000020435	0.083005048	0	0.715501067
ENSMUSG00000020437	0	0	0.093574158
ENSMUSG00000020440	138.2477806	48.61890991	44.26825606
ENSMUSG00000020454	0.180565461	0.08313313	0.092417269
ENSMUSG00000020456	2.934846512	5.486994039	6.603042426
ENSMUSG00000020457	1.723810049	9.412851239	11.75393065
ENSMUSG00000020458	160.7714801	9.267629207	22.74350903
ENSMUSG00000020459	1.331454156	0.516510681	1.64511286
ENSMUSG00000020460	1174.577575	1145.049787	1695.474926
ENSMUSG00000020462	7.163043882	0.127335086	310.9929524
ENSMUSG00000020463	22.10179131	2.071877539	4.959080698
ENSMUSG00000020464	1.29048489	1.693651944	7.199760962
ENSMUSG00000020467	0	0.064511646	3.034242534
ENSMUSG00000020469	0	0	0
ENSMUSG00000020471	0	0	17.63679553
ENSMUSG00000020475	4.684638216	0	111.9131443
ENSMUSG00000020477	1.101800748	3.12992377	2.127581453
ENSMUSG00000020482	0.046902292	0	3.894714405
ENSMUSG00000020483	169.8955987	65.14893732	71.59902984
ENSMUSG00000020492	0	0	0.099971579
ENSMUSG00000020495	0.191084978	0.19969326	0.725271308
ENSMUSG00000020514	10.71496647	14.73809127	3.39425936
ENSMUSG00000020515	0.050436361	0.167258178	0.33266303
ENSMUSG00000020524	2.432832056	0	0.056542211
ENSMUSG00000020528	27.85346278	3.86485098	34.58003347
ENSMUSG00000020532	8.955919093	7.236465702	14.45966862
ENSMUSG00000020534	0.734157967	120.6898813	131.1169195
ENSMUSG00000020536	4.983027904	0.239564487	1.389374289
ENSMUSG00000020537	20.57014215	7.631288101	15.37194147
ENSMUSG00000020544	1.221936543	1.81910044	0.531564413
ENSMUSG00000020547	3.098770558	0.777262026	15.19063804
ENSMUSG00000020562	0	0.135218568	5.859122764
ENSMUSG00000020572	12.46790604	29.08849159	81.41675489
ENSMUSG00000020577	0.899491507	0	0
ENSMUSG00000020589	55.00311868	1.472836658	1.046869072
ENSMUSG00000020605	1.030433415	1.041060439	2.916826974
ENSMUSG00000020608	0.033680307	0.014533224	1.345847075
ENSMUSG00000020609	0.258266117	3.31404456	0.186987157
ENSMUSG00000020611	19.1127263	4.517247991	15.48849368
ENSMUSG00000020612	33.35236515	2.099819814	191.1168461
ENSMUSG00000020621	18.21910768	6.441310247	4.425962256
ENSMUSG00000020623	7.101026187	0.210195925	1.436441237
ENSMUSG00000020628	2.543195365	0.976553332	7.974185647
ENSMUSG00000020629	17.39596371	36.5816891	15.85685622
ENSMUSG00000020634	0	0	0.013662653
ENSMUSG00000020635	17.98231284	0	0
ENSMUSG00000020636	0	0	11.71177041
ENSMUSG00000020638	10.12767768	0.11498473	0.267796689
ENSMUSG00000020641	0	0	0
ENSMUSG00000020649	0.798430852	1.46829847	1.691445961
ENSMUSG00000020650	0.783725141	2.062606668	13.0783091
ENSMUSG00000020651	0	0	0.341972818
ENSMUSG00000020654	0.149476742	0.366964404	0
ENSMUSG00000020657	1.067691016	0	0
ENSMUSG00000020658	4.250796243	0	0
ENSMUSG00000020664	226.1625629	75.72939963	400.9252132
ENSMUSG00000020668	0.285582093	0	0
ENSMUSG00000020671	267.9399381	115.9831315	120.483329
ENSMUSG00000020674	0.011334204	0	0.059595591
ENSMUSG00000020681	3.199314398	0.106582598	14.5819765
ENSMUSG00000020687	0.070296119	0	0.038508275
ENSMUSG00000020689	0.046176403	0.492659259	0.457071722
ENSMUSG00000020692	0	0.12282283	1.977502496
ENSMUSG00000020694	0.059283279	0	2.967908498
ENSMUSG00000020695	0.204141583	0.012524752	0.522326571
ENSMUSG00000020698	0.052898276	0.054865402	26.26022015
ENSMUSG00000020701	0.234530254	0.005709236	0.068949985
ENSMUSG00000020705	1.329433882	2.32115375	18.05983689
ENSMUSG00000020706	0	0.035554114	0
ENSMUSG00000020708	40.53091346	17.53880188	204.4412098
ENSMUSG00000020709	2.315656197	0.488101621	0.088355209
ENSMUSG00000020720	29.74077403	19.6010844	152.6833951
ENSMUSG00000020733	46.86141676	21.62576478	17.13461379
ENSMUSG00000020734	0.047805307	0	1.4092745
ENSMUSG00000020736	73.10570826	40.66670705	47.06407018
ENSMUSG00000020737	14.02821489	1.17441835	44.5301388
ENSMUSG00000020738	123.0722383	139.6400598	479.7058737
ENSMUSG00000020739	0	0.049014381	0.187476388
ENSMUSG00000020740	6.861412361	0	2.552637291
ENSMUSG00000020743	0	4.196398064	3.914859231
ENSMUSG00000020744	1.113452558	0.132495654	0.065749836
ENSMUSG00000020745	84.74342287	3.800538366	147.1435678
ENSMUSG00000020747	0.114939463	0	0
ENSMUSG00000020755	0	0	0.545018279
ENSMUSG00000020766	9.328495099	58.66645922	58.09767939
ENSMUSG00000020773	0.056666321	0	3.308931631
ENSMUSG00000020774	35.60943342	5.51934484	0.127341203
ENSMUSG00000020775	1.656718178	2.894715943	2.548608325
ENSMUSG00000020777	13.7073203	430.3823469	20.46426581
ENSMUSG00000020778	3.916605432	0.503771338	7.523948776
ENSMUSG00000020780	5.563269226	5.304105043	23.40109372
ENSMUSG00000020782	0.006876447	0.361181456	0
ENSMUSG00000020785	3.054324543	0	0
ENSMUSG00000020790	5.748852482	7.523668202	4.34538295
ENSMUSG00000020794	9.730670461	10.3593877	18.32028071
ENSMUSG00000020799	0	0	19.1821915
ENSMUSG00000020801	0.28456256	0.316324704	5.708612133
ENSMUSG00000020802	26.20952401	0.402258545	10.89590494
ENSMUSG00000020803	33.08878995	31.95014359	24.90188329
ENSMUSG00000020806	0	0	0
ENSMUSG00000020810	28.65546435	0.855254036	4.077456759
ENSMUSG00000020814	1.613352774	0.698362377	7.375020952
ENSMUSG00000020821	0.012310043	0.09296155	0.001635184
ENSMUSG00000020823	0.653112115	0.034957666	0.390636963
ENSMUSG00000020827	3.933519349	0.087003556	0.504268173
ENSMUSG00000020831	1.189095354	0.171336065	4.917208237
ENSMUSG00000020834	1.275262365	0.493139011	4.370563983
ENSMUSG00000020838	0.247962723	0	0
ENSMUSG00000020840	66.6455316	10.66409464	103.3472763
ENSMUSG00000020841	2.74132311	0.093117145	1.28276499
ENSMUSG00000020843	4.813418902	4.900530424	2.329317501
ENSMUSG00000020844	1.533246583	0	46.56620519
ENSMUSG00000020849	2272.196827	517.4118359	528.3700187
ENSMUSG00000020850	0.586302142	0.147329048	6.538866764
ENSMUSG00000020857	148.8659618	473.5470026	236.0541982
ENSMUSG00000020859	0.029472031	0	0.015425181
ENSMUSG00000020863	0	0	0.005181681
ENSMUSG00000020867	0	0.006761901	30.9712317
ENSMUSG00000020869	46.5123323	144.625584	87.89619442
ENSMUSG00000020873	0.012701882	0	0.700291723
ENSMUSG00000020877	0.859837768	15.08104866	71.62924708
ENSMUSG00000020878	0	0	233.2339225
ENSMUSG00000020884	0	117.6557781	0
ENSMUSG00000020888	0	0	2.848190673
ENSMUSG00000020893	0	0	0.045833797
ENSMUSG00000020894	621.9153343	2.818215052	13.40666977
ENSMUSG00000020897	0	0	0.145618317
ENSMUSG00000020899	7.761608615	1.855730104	7.071553531
ENSMUSG00000020900	33.37914552	0.199634912	9.26100838
ENSMUSG00000020903	5.28700858	3.587178675	2.051750571
ENSMUSG00000020904	0	0	7.852741122
ENSMUSG00000020914	0.071005564	0.00029364	2.857687519
ENSMUSG00000020917	53.29763204	138.6416583	91.46470653
ENSMUSG00000020919	1.21160026	6.792371543	2.179526327
ENSMUSG00000020922	5.955578136	8.428064337	9.433966104
ENSMUSG00000020925	5.053972389	0.478577909	0.541061259
ENSMUSG00000020926	1.223580951	0	0
ENSMUSG00000020928	0	0	0
ENSMUSG00000020929	1.188907421	3.179649349	16.42522811
ENSMUSG00000020930	0	0	5.820847594
ENSMUSG00000020935	25.48786354	31.25191087	34.83040488
ENSMUSG00000020936	20.46818882	3.647731076	24.4313577
ENSMUSG00000020945	0	0	16.71588918
ENSMUSG00000020946	1.962625161	16.94883738	16.92165419
ENSMUSG00000020949	109.9263661	57.13060657	71.23354514
ENSMUSG00000020952	6.429637645	6.312231201	47.37487607
ENSMUSG00000020953	0.078762474	0	0.467273638
ENSMUSG00000020954	12.81886982	1.619290484	16.95906601
ENSMUSG00000020956	5.532730209	22.86469023	53.68164566
ENSMUSG00000020962	1.442992042	0	19.48580281
ENSMUSG00000020964	7.454808952	8.204396475	50.86136996
ENSMUSG00000020973	0	0	26.0242379
ENSMUSG00000020974	0	0	0.19654156
ENSMUSG00000020982	0.576811555	1.247807341	1.158773583
ENSMUSG00000020986	19.95842215	50.85688515	64.86202432
ENSMUSG00000020988	2.912529538	1.209556895	27.52071072
ENSMUSG00000020993	8.18821519	2.139496547	10.42149427
ENSMUSG00000021000	0.908747178	5.047373237	4.260055221
ENSMUSG00000021003	0	0	0
ENSMUSG00000021018	7.319497615	3.442669788	17.66845169
ENSMUSG00000021024	160.8936362	142.0647491	95.46777132
ENSMUSG00000021025	0	0.440346912	2.077219387
ENSMUSG00000021027	3.393730479	0.247195127	1.488558781
ENSMUSG00000021032	1.749838688	0	3.461456745
ENSMUSG00000021033	26.58914748	1114.579093	8.930201552
ENSMUSG00000021036	0.644467224	0.276401611	1.187163399
ENSMUSG00000021037	58.5268514	63.40756957	85.16657044
ENSMUSG00000021038	2.427804864	0.030466156	8.945022389
ENSMUSG00000021040	3.184326789	35.38101409	7.726404282
ENSMUSG00000021044	1.675605385	0.583585107	4.310273396
ENSMUSG00000021047	8.35688453	0	0
ENSMUSG00000021048	24.73754339	308.4671547	34.74550883
ENSMUSG00000021051	25.37087562	0.178966705	20.70168698
ENSMUSG00000021054	0	0.259506584	1.714756403
ENSMUSG00000021057	63.96279642	0	0.148150809
ENSMUSG00000021065	0.299846163	0	0.708277708
ENSMUSG00000021066	36.6402427	0	4.640936332
ENSMUSG00000021069	0.144426059	217.2495661	3.678733088
ENSMUSG00000021072	24.87943236	17.64901503	36.10960136
ENSMUSG00000021076	14.1343967	0	20.38656434
ENSMUSG00000021079	15.89015526	32.84287009	13.21241608
ENSMUSG00000021087	271.9100103	0.16197443	14.97767844
ENSMUSG00000021094	8.346078416	9.22159901	57.55952475
ENSMUSG00000021096	33.49378429	15.8162352	18.5145344
ENSMUSG00000021102	20.03688393	17.81303813	19.25125948
ENSMUSG00000021103	0.220153424	0	12.05567137
ENSMUSG00000021111	0.643339629	0.189398055	11.04900562
ENSMUSG00000021112	0.567273986	0.026961378	0.371672047
ENSMUSG00000021114	214.6282111	5.305790656	14.39347848
ENSMUSG00000021116	40.4754734	39.16067678	128.8132147
ENSMUSG00000021118	0	0	0
ENSMUSG00000021123	1.411090515	0.756516021	0.394075972
ENSMUSG00000021125	0	0.204672301	0
ENSMUSG00000021131	2.712522468	5.898218748	21.85569775
ENSMUSG00000021134	0	0.910101286	21.80389677
ENSMUSG00000021135	0	27.96691072	0.137443834
ENSMUSG00000021139	6.278821884	21.80340244	31.95976712
ENSMUSG00000021143	3.95715185	0.277134205	1.395345791
ENSMUSG00000021144	0.410904822	0	1.793609009
ENSMUSG00000021147	19.65538114	0.168159333	9.771535838
ENSMUSG00000021149	0.141235906	0.046838643	1.467406713
ENSMUSG00000021171	3.493099741	1.761335784	7.172997122
ENSMUSG00000021178	41.60071872	15.69370411	112.4441043
ENSMUSG00000021179	0.073801058	0.048786823	0.478957637
ENSMUSG00000021182	0.018970837	0.058259967	0.203779308
ENSMUSG00000021185	0.733782103	1.78318392	0.109494326
ENSMUSG00000021186	0.01292881	0.055668013	22.47011496
ENSMUSG00000021189	0.159089485	0	4.42279664
ENSMUSG00000021190	5.944772022	39.33961107	30.76834452
ENSMUSG00000021192	0.606222978	0.631547276	19.40234567
ENSMUSG00000021194	0.759763759	0	0
ENSMUSG00000021196	140.1177081	1.24417679	131.0205121
ENSMUSG00000021203	0	0	0.825678878
ENSMUSG00000021207	0	0	0.097175765
ENSMUSG00000021209	0.605424265	0.079489613	1.981243678
ENSMUSG00000021210	0.37362373	1389.528484	25.28607391
ENSMUSG00000021213	0	128.9753169	2.031893528
ENSMUSG00000021214	0	6.214141498	0.254429158
ENSMUSG00000021216	42.27257709	1.314064893	3.687510476
ENSMUSG00000021218	396.7488132	78.57549212	380.4782144
ENSMUSG00000021219	33.40874488	0	0
ENSMUSG00000021226	2.043952913	4.561073925	2.482705965
ENSMUSG00000021235	0.765072849	3.009467281	8.517520394
ENSMUSG00000021236	1.96760537	15.45188349	19.20089741
ENSMUSG00000021238	24.98561417	137.1829549	125.1540509
ENSMUSG00000021240	0	0	0
ENSMUSG00000021241	7.005650487	6.918144195	10.02982129
ENSMUSG00000021242	14.74893569	25.64595146	47.5374736
ENSMUSG00000021248	70.73306156	191.7125312	177.8644281
ENSMUSG00000021252	2.801978296	45.48755985	2.933806185
ENSMUSG00000021257	0	0	20.22396681
ENSMUSG00000021259	10.12063022	0	1.059301308
ENSMUSG00000021264	0.468632961	0.521826845	2.028727912
ENSMUSG00000021265	0.563374388	0.10360036	0.213679052
ENSMUSG00000021270	932.0038141	420.2751528	6099.997332
ENSMUSG00000021273	0.185898044	3.394629821	9.457132654
ENSMUSG00000021278	0.05738986	0	0
ENSMUSG00000021279	6.258149319	0.608402515	3.626932105
ENSMUSG00000021281	0.207233071	0.013280036	0
ENSMUSG00000021282	16.78471354	6.668543828	81.05558693
ENSMUSG00000021285	1.317641123	0	0.023683121
ENSMUSG00000021286	0.128437709	0.945952975	0.559867894
ENSMUSG00000021290	61.84855678	69.8556871	20.34195794
ENSMUSG00000021302	5.997393097	0	9.319284485
ENSMUSG00000021303	86.31735682	0	0
ENSMUSG00000021311	0.364006289	0.430913963	1.399259643
ENSMUSG00000021313	5.559510577	0.016534566	0.01776342
ENSMUSG00000021314	156.8248995	0	0
ENSMUSG00000021322	0	0	0
ENSMUSG00000021335	0	0	0
ENSMUSG00000021338	0.798618785	0.013114716	2.141826723
ENSMUSG00000021357	4.73965543	0.867701639	11.58903086
ENSMUSG00000021361	1.077980315	89.11057254	9.869094355
ENSMUSG00000021364	0	24.32858018	1.080151203
ENSMUSG00000021365	0	0.040972711	0
ENSMUSG00000021368	1.570880049	0	0.210873165
ENSMUSG00000021371	0.246980776	2.556102251	2.133768793
ENSMUSG00000021373	51.35253157	0	8.066564065
ENSMUSG00000021377	0	0.1838096	1.245281223
ENSMUSG00000021388	0	0	0
ENSMUSG00000021390	0	0.18463944	0.157935439
ENSMUSG00000021392	0	0	0.034754142
ENSMUSG00000021408	0	0.160288817	0
ENSMUSG00000021416	0	0	0
ENSMUSG00000021420	1.700036599	0.089026292	6.135682453
ENSMUSG00000021423	0	0	0
ENSMUSG00000021427	4.769724616	115.1014263	70.47667523
ENSMUSG00000021428	0	0	0
ENSMUSG00000021448	1.382947637	0	0
ENSMUSG00000021451	0.73707092	0.012083899	0
ENSMUSG00000021456	0	0	0
ENSMUSG00000021457	0.047124052	0.084021318	0.983326534
ENSMUSG00000021468	0	0.370912628	5.973228817
ENSMUSG00000021470	0	0.025562319	0
ENSMUSG00000021474	5.890741453	64.71067798	26.83434771
ENSMUSG00000021477	4.243795761	2.66119373	19.72754073
ENSMUSG00000021484	12.74698567	71.03561611	107.0798248
ENSMUSG00000021486	0.036792938	0	0.057214185
ENSMUSG00000021492	0	0.984138589	4.47704378
ENSMUSG00000021496	16.08842396	93.48668287	2.009446435
ENSMUSG00000021497	0.283322206	0.344059519	0.731357923
ENSMUSG00000021500	0.34328674	0.13547141	1.831164722
ENSMUSG00000021501	4.307739764	0.199310755	3.912125291
ENSMUSG00000021518	0	0.053069576	0.193001826
ENSMUSG00000021534	0	0	0.216441771
ENSMUSG00000021537	0.29346116	0.245762356	1.741232461
ENSMUSG00000021541	0	0	0.295970668
ENSMUSG00000021548	0	0.055789248	1.272519907
ENSMUSG00000021552	0	0.07956741	20.28008454
ENSMUSG00000021555	0.429543019	0.105357287	23.27015235
ENSMUSG00000021556	0	0.05111621	0
ENSMUSG00000021557	0.330089187	0.002550851	0.068456437
ENSMUSG00000021565	0	0.061995545	0
ENSMUSG00000021569	0	0	15.19783262
ENSMUSG00000021572	0	0	32.98859218
ENSMUSG00000021573	484.5367412	0.852401461	0.06668657
ENSMUSG00000021576	45.61824385	34.32620942	51.07001281
ENSMUSG00000021577	157.0316251	92.08632757	133.0983071
ENSMUSG00000021583	0.099505514	46.63636985	8.943439581
ENSMUSG00000021591	36.54392734	89.29858321	5.760413115
ENSMUSG00000021595	2.076559186	4.14745046	18.4612945
ENSMUSG00000021598	5.831072913	0.119308975	1.061934525
ENSMUSG00000021606	7.697241764	83.21092751	40.64794297
ENSMUSG00000021610	0.438949036	0.124949295	11.38772648
ENSMUSG00000021613	6.96101654	0.038669904	0
ENSMUSG00000021620	0.094163535	9.409609676	0.124402937
ENSMUSG00000021622	82.55870858	0.010431999	0.005031746
ENSMUSG00000021624	0.272318763	0.214409957	1.403662727
ENSMUSG00000021629	0	0	0.208110446
ENSMUSG00000021638	0	0	0
ENSMUSG00000021645	0.838272524	0.894347289	2.358095824
ENSMUSG00000021646	10.28789006	16.26292261	12.59181154
ENSMUSG00000021650	0.206979362	0.952176776	0.524341053
ENSMUSG00000021665	5.621058442	1.671544483	3.132232725
ENSMUSG00000021676	1.23612544	16.74656384	3.175975777
ENSMUSG00000021686	1.172322386	3.829582772	4.528556979
ENSMUSG00000021687	126.4362285	13.50240738	51.01101724
ENSMUSG00000021700	128.3954239	0.5316034	0.149935065
ENSMUSG00000021702	0.050337697	0.005484141	0
ENSMUSG00000021706	0.111359351	0.004397245	0.482396647
ENSMUSG00000021707	3.74488219	105.7657243	44.46538757
ENSMUSG00000021709	0.092763439	0.040071556	0.045397805
ENSMUSG00000021710	12.44864297	4.186738206	42.73868817
ENSMUSG00000021713	0.191423257	2.174570261	25.03282466
ENSMUSG00000021715	0.307297683	0	1.150183254
ENSMUSG00000021719	8.562670521	0	0
ENSMUSG00000021728	0	0.034554415	6.654267841
ENSMUSG00000021730	4.744823571	0	0
ENSMUSG00000021731	1.216956334	1.274064003	8.334202473
ENSMUSG00000021737	37.67011232	66.60764077	172.6843299
ENSMUSG00000021748	391.5947668	70.86705482	457.2012248
ENSMUSG00000021751	0	37.20666248	0.116677396
ENSMUSG00000021752	0.792417015	0	0.071127065
ENSMUSG00000021756	0.645594818	0.715672325	0.127830435
ENSMUSG00000021758	0.08333393	0.395107656	357.0670483
ENSMUSG00000021759	0	2.770304747	3.185328732
ENSMUSG00000021760	1.685471837	0.341323639	0
ENSMUSG00000021768	0	0	1.577771584
ENSMUSG00000021771	31.58720997	93.96643423	396.1624007
ENSMUSG00000021772	2.369075985	0	0.208527732
ENSMUSG00000021773	19.16064906	3.378616499	3.087050757
ENSMUSG00000021774	0.625251135	0.378841492	0.77072667
ENSMUSG00000021785	0.902827307	0.300849481	17.63247878
ENSMUSG00000021786	3.570809794	10.46895253	14.87119865
ENSMUSG00000021792	76.88784805	78.91909782	166.3387096
ENSMUSG00000021794	400.9350077	647.3855542	44.84526144
ENSMUSG00000021795	0	0	0
ENSMUSG00000021806	0.025062666	0	0.031684934
ENSMUSG00000021807	40.76300999	24.95096031	27.62287377
ENSMUSG00000021809	0	0	0
ENSMUSG00000021810	0.165775181	0.788607497	1.456183167
ENSMUSG00000021811	0.378481783	1.423953885	18.19077826
ENSMUSG00000021814	20.22434651	6.335181468	12.29021471
ENSMUSG00000021822	0	0	0
ENSMUSG00000021823	13.72423422	39.82390062	24.38819021
ENSMUSG00000021824	10.24513544	1.147513375	22.17945389
ENSMUSG00000021831	3.862152015	1.979233663	16.2194631
ENSMUSG00000021832	40.21847582	70.29653969	145.6758733
ENSMUSG00000021840	11.88766472	10.44950315	3.873130662
ENSMUSG00000021866	7.385743791	4.936382113	37.26361213
ENSMUSG00000021868	22.19716701	41.97111208	7.394302429
ENSMUSG00000021877	39.71105831	65.8555981	72.86239824
ENSMUSG00000021884	0.221238734	87.82691351	2.622712508
ENSMUSG00000021893	0	0.089493077	0.279638969
ENSMUSG00000021910	3.768514691	0.043882338	0.890243047
ENSMUSG00000021911	0.381089345	0.04380065	5.95840798
ENSMUSG00000021916	0	0	7.194868647
ENSMUSG00000021917	0	5.226307526	5.133909013
ENSMUSG00000021922	0.370353706	23.67702597	5.380683137
ENSMUSG00000021929	26.24382167	5.363036662	51.13476403
ENSMUSG00000021930	5.10894262	2.859836723	9.362739753
ENSMUSG00000021932	0	0	1.120656694
ENSMUSG00000021936	4.917251559	0.147115105	2.784446686
ENSMUSG00000021939	49.20540377	63.54371522	15.26833951
ENSMUSG00000021945	0.128188698	0.003473789	1.008852907
ENSMUSG00000021947	14.55630497	3.838594318	33.1770902
ENSMUSG00000021948	10.571668	0.016022399	3.701611855
ENSMUSG00000021950	0	0	0
ENSMUSG00000021952	0.20225756	1.039439658	1.446830212
ENSMUSG00000021953	0	0	0
ENSMUSG00000021957	355.0372144	141.6627952	136.9876975
ENSMUSG00000021962	0.767797869	0.044597427	2.11391175
ENSMUSG00000021967	0.609323863	3.496544568	0.313309607
ENSMUSG00000021973	0	0.148671055	3.925794994
ENSMUSG00000021981	6.717174235	1.779034719	24.78964783
ENSMUSG00000021987	0.942762945	0.038607666	4.762668641
ENSMUSG00000021991	0.517988711	0.136528159	0.305481903
ENSMUSG00000021993	1.205022626	0.664909445	5.989920244
ENSMUSG00000021996	203.6153718	389.3636061	76.73164383
ENSMUSG00000021998	9.903098449	14.65964544	11.65421376
ENSMUSG00000022003	0.524707294	0	1.164773864
ENSMUSG00000022013	0.504128695	0.217392195	4.066233213
ENSMUSG00000022018	0	0	0
ENSMUSG00000022020	0.080308218	0.053154505	0.394032805
ENSMUSG00000022021	0.02024267	0	0.031674862
ENSMUSG00000022023	0.122386285	0	4.104508383
ENSMUSG00000022024	27.42544671	13.38700773	153.9352522
ENSMUSG00000022031	1.262060113	0	4.095874886
ENSMUSG00000022033	29.54156567	0	126.9872301
