Gene ID	brain	liver	testis
ENSMUSG00000015970	0.8	21	5
ENSMUSG00000015981	70	0	2
ENSMUSG00000015994	37	16	59
ENSMUSG00000016018	43	18	94
ENSMUSG00000016028	0	2	0
ENSMUSG00000016087	2	1	0
ENSMUSG00000016128	2	3	1
ENSMUSG00000016150	0.8	0	0
ENSMUSG00000016194	5	77	0
ENSMUSG00000016252	71	84	58
ENSMUSG00000016253	12	6	7
ENSMUSG00000016256	29	135	4
ENSMUSG00000016257	47	29	27
ENSMUSG00000016308	46	26	18
ENSMUSG00000016319	91	100	10
ENSMUSG00000016344	20	21	2
ENSMUSG00000016349	401	0	0
ENSMUSG00000016382	63	31	4
ENSMUSG00000016386	9	0	0
ENSMUSG00000016427	108	110	30
ENSMUSG00000016487	4	4	3
ENSMUSG00000016494	6	0	1
ENSMUSG00000016495	4	0.8	0.7
ENSMUSG00000016528	8	13	5
ENSMUSG00000016534	8	60	4
ENSMUSG00000016541	146	30	103
ENSMUSG00000016554	36	28	61
ENSMUSG00000016619	9	7	41
ENSMUSG00000016637	18	7	27
ENSMUSG00000016664	30	21	26
ENSMUSG00000016756	0.9	33	1
ENSMUSG00000016757	3	2	2
ENSMUSG00000016831	9	5	11
ENSMUSG00000016833	14	14	12
ENSMUSG00000016921	44	37	35
ENSMUSG00000016933	10	4	3
ENSMUSG00000017009	25	152	10
ENSMUSG00000017119	30	39	109
ENSMUSG00000017167	26	0	0
ENSMUSG00000017176	10	0	21
ENSMUSG00000017188	47	25	15
ENSMUSG00000017210	8	1	13
ENSMUSG00000017211	0	0	0
ENSMUSG00000017221	22	15	12
ENSMUSG00000017264	19	9	41
ENSMUSG00000017286	9	7	4
ENSMUSG00000017288	18	8	9
ENSMUSG00000017291	9	5	5
ENSMUSG00000017299	8	3	13
ENSMUSG00000017307	3	1	5
ENSMUSG00000017314	16	0	0
ENSMUSG00000017344	30	806	0
ENSMUSG00000017390	323	4	1
ENSMUSG00000017404	84	64	45
ENSMUSG00000017428	10	17	12
ENSMUSG00000017453	0.5	53	0
ENSMUSG00000017478	4	5	5
ENSMUSG00000017485	33	18	10
ENSMUSG00000017493	21	270	4
ENSMUSG00000017561	4	3	2
ENSMUSG00000017631	39	0	1
ENSMUSG00000017679	8	3	0.8
ENSMUSG00000017686	12	5	12
ENSMUSG00000017697	0.8	0.8	3
ENSMUSG00000017707	97	81	91
ENSMUSG00000017715	8	1	7
ENSMUSG00000017718	0	10	0
ENSMUSG00000017721	10	5	9
ENSMUSG00000017723	2	2	0
ENSMUSG00000017733	0	0	43
ENSMUSG00000017734	35	0	0
ENSMUSG00000017737	0.5	0	0
ENSMUSG00000017747	4	6	1
ENSMUSG00000017754	19	10	3
ENSMUSG00000017756	0.9	12	4
ENSMUSG00000017760	19	18	2
ENSMUSG00000017765	4	3	0.6
ENSMUSG00000017776	32	18	8
ENSMUSG00000017778	55	49	30
ENSMUSG00000017781	112	19	24
ENSMUSG00000017802	16	16	13
ENSMUSG00000017817	0	0	0
ENSMUSG00000017830	0.6	3	17
ENSMUSG00000017831	54	24	7
ENSMUSG00000017832	0	0	316
ENSMUSG00000017837	2	2	25
ENSMUSG00000017858	8	7	14
ENSMUSG00000017943	37	0	0
ENSMUSG00000017969	1	0	3
ENSMUSG00000017999	6	5	8
ENSMUSG00000018001	4	0.6	5
ENSMUSG00000018012	11	0.6	0.9
ENSMUSG00000018068	2	1	2
ENSMUSG00000018171	25	28	5
ENSMUSG00000018189	34	14	36
ENSMUSG00000018199	5	0	0
ENSMUSG00000018209	10	5	10
ENSMUSG00000018286	39	43	62
ENSMUSG00000018287	37	27	38
ENSMUSG00000018293	29	39	20
ENSMUSG00000018322	25	4	17
ENSMUSG00000018326	164	30	17
ENSMUSG00000018339	4	0.7	4
ENSMUSG00000018340	32	30	2
ENSMUSG00000018362	5	10	87
ENSMUSG00000018381	0	0	0
ENSMUSG00000018395	72	2	45
ENSMUSG00000018398	71	1	1
ENSMUSG00000018411	63	0	0.7
ENSMUSG00000018415	13	7	20
ENSMUSG00000018417	6	47	0.6
ENSMUSG00000018425	8	15	56
ENSMUSG00000018428	9	24	164
ENSMUSG00000018442	3	17	7
ENSMUSG00000018449	5	6	14
ENSMUSG00000018459	3	2	0
ENSMUSG00000018507	3	0	0
ENSMUSG00000018509	16	8	256
ENSMUSG00000018547	20	4	0.9
ENSMUSG00000018566	0	0	0.6
ENSMUSG00000018567	74	93	153
ENSMUSG00000018569	0	0	0
ENSMUSG00000018574	6	36	3
ENSMUSG00000018583	14	11	10
ENSMUSG00000018585	26	42	23
ENSMUSG00000018593	162	25	92
ENSMUSG00000018659	10	28	0.6
ENSMUSG00000018661	6	2	10
ENSMUSG00000018666	9	7	7
ENSMUSG00000018669	8	17	30
ENSMUSG00000018672	3	7	2
ENSMUSG00000018707	38	8	27
ENSMUSG00000018733	3	3	10
ENSMUSG00000018740	0.9	0	3
ENSMUSG00000018796	5	69	91
ENSMUSG00000018800	6	1	4
ENSMUSG00000018819	0.7	0.7	0.5
ENSMUSG00000018846	6	7	2
ENSMUSG00000018848	20	15	9
ENSMUSG00000018849	21	12	0.5
ENSMUSG00000018858	27	17	6
ENSMUSG00000018861	4	4	6
ENSMUSG00000018865	197	0	0.5
ENSMUSG00000018882	13	8	7
ENSMUSG00000018893	0	0	0
ENSMUSG00000018900	3	2	5
ENSMUSG00000018909	12	0.6	1
ENSMUSG00000018921	8	3	19
ENSMUSG00000018923	12	11	10
ENSMUSG00000018924	0	0	0
ENSMUSG00000018931	1	0	4
ENSMUSG00000018932	4	14	12
ENSMUSG00000018965	272	13	10
ENSMUSG00000018974	8	2	4
ENSMUSG00000018995	4	7	3
ENSMUSG00000019039	24	10	21
ENSMUSG00000019054	70	25	24
ENSMUSG00000019055	5	6	1
ENSMUSG00000019066	2	1	2
ENSMUSG00000019082	28	21	0.6
ENSMUSG00000019087	62	13	3
ENSMUSG00000019102	0.7	0	0.8
ENSMUSG00000019124	41	0	2
ENSMUSG00000019139	12	1	105
ENSMUSG00000019143	12	11	5
ENSMUSG00000019158	22	9	0.8
ENSMUSG00000019173	52	30	23
ENSMUSG00000019179	123	67	13
ENSMUSG00000019188	6	10	6
ENSMUSG00000019194	148	0.7	0
ENSMUSG00000019210	325	91	30
ENSMUSG00000019254	37	7	23
ENSMUSG00000019261	8	0.9	4
ENSMUSG00000019278	0	0	3
ENSMUSG00000019297	3	5	71
ENSMUSG00000019303	3	0	139
ENSMUSG00000019312	0	19	0.5
ENSMUSG00000019326	0	0	2
ENSMUSG00000019359	1	0	0
ENSMUSG00000019368	0	49	0
ENSMUSG00000019373	30	19	59
ENSMUSG00000019432	46	15	22
ENSMUSG00000019433	28	3	4
ENSMUSG00000019461	3	1	0.7
ENSMUSG00000019470	10	4	16
ENSMUSG00000019471	58	35	27
ENSMUSG00000019478	22	7	2
ENSMUSG00000019494	55	41	50
ENSMUSG00000019528	10	1	0.9
ENSMUSG00000019539	7	5	7
ENSMUSG00000019564	0.6	0	4
ENSMUSG00000019577	4	2	0.6
ENSMUSG00000019578	14	7	94
ENSMUSG00000019579	10	14	12
ENSMUSG00000019659	11	5	11
ENSMUSG00000019689	14	17	9
ENSMUSG00000019710	24	32	50
ENSMUSG00000019718	0	3	0
ENSMUSG00000019732	2	2	115
ENSMUSG00000019738	7	7	20
ENSMUSG00000019762	1	65	0
ENSMUSG00000019763	8	6	26
ENSMUSG00000019782	24	15	23
ENSMUSG00000019785	7	0	0
ENSMUSG00000019790	7	2	2
ENSMUSG00000019791	6	27	13
ENSMUSG00000019797	32	19	28
ENSMUSG00000019802	12	29	11
ENSMUSG00000019808	3	2	10
ENSMUSG00000019809	6	7	25
ENSMUSG00000019810	7	0.9	3
ENSMUSG00000019814	24	25	62
ENSMUSG00000019822	4	5	2
ENSMUSG00000019831	112	1	7
ENSMUSG00000019832	0.7	18	0
ENSMUSG00000019838	0	18	0
ENSMUSG00000019843	31	2	7
ENSMUSG00000019846	0.7	0.8	0
ENSMUSG00000019849	7	8	3
ENSMUSG00000019851	4	38	0.6
ENSMUSG00000019852	1	0	0
ENSMUSG00000019853	3	0.5	2
ENSMUSG00000019854	8	3	9
ENSMUSG00000019857	4	3	11
ENSMUSG00000019861	16	12	7
ENSMUSG00000019863	5	1	4
ENSMUSG00000019868	20	5	4
ENSMUSG00000019872	13	12	9
ENSMUSG00000019873	6	13	0.8
ENSMUSG00000019874	76	4	0.6
ENSMUSG00000019877	142	32	6
ENSMUSG00000019889	10	16	0.7
ENSMUSG00000019899	0.9	0	1
ENSMUSG00000019906	14	3	18
ENSMUSG00000019923	309	23	17
ENSMUSG00000019927	10	2	1
ENSMUSG00000019929	15	60	20
ENSMUSG00000019942	0	0.9	20
ENSMUSG00000019943	79	8	2
ENSMUSG00000019945	2	0.8	177
ENSMUSG00000019951	12	6	14
ENSMUSG00000019961	7	8	10
ENSMUSG00000019969	16	9	60
ENSMUSG00000019971	5	1	67
ENSMUSG00000019978	25	6	75
ENSMUSG00000019979	1	0	0
ENSMUSG00000019987	0	1551	0
ENSMUSG00000019989	0	24	0
ENSMUSG00000020003	15	35	7
ENSMUSG00000020009	9	11	6
ENSMUSG00000020010	0	22	0
ENSMUSG00000020014	0.5	0	5
ENSMUSG00000020017	0	80	0
ENSMUSG00000020018	14	7	24
ENSMUSG00000020021	2	5	6
ENSMUSG00000020022	109	60	123
ENSMUSG00000020029	77	51	283
ENSMUSG00000020034	5	6	3
ENSMUSG00000020044	4	1	0.8
ENSMUSG00000020048	244	704	245
ENSMUSG00000020051	0	619	0
ENSMUSG00000020056	4	4	12
ENSMUSG00000020063	3	3	6
ENSMUSG00000020067	0.5	0	2
ENSMUSG00000020070	8	0.5	0.7
ENSMUSG00000020072	0	52	1
ENSMUSG00000020074	30	26	51
ENSMUSG00000020075	7	14	19
ENSMUSG00000020077	6	5	10
ENSMUSG00000020079	5	5	7
ENSMUSG00000020080	1	0	0
ENSMUSG00000020083	7	0	0.8
ENSMUSG00000020085	1	2	4
ENSMUSG00000020087	4	6	5
ENSMUSG00000020089	36	72	6
ENSMUSG00000020091	3	31	6
ENSMUSG00000020097	4	10	2
ENSMUSG00000020098	6	142	0
ENSMUSG00000020100	2	0.5	5
ENSMUSG00000020102	2	4	95
ENSMUSG00000020109	13	17	15
ENSMUSG00000020111	12	3	2
ENSMUSG00000020114	21	11	44
ENSMUSG00000020115	30	19	7
ENSMUSG00000020116	22	34	21
ENSMUSG00000020120	3	1	0
ENSMUSG00000020121	3	0	3
ENSMUSG00000020122	1	80	0
ENSMUSG00000020124	25	23	176
ENSMUSG00000020130	16	27	62
ENSMUSG00000020132	30	19	12
ENSMUSG00000020133	10	3	3
ENSMUSG00000020142	14	1	0
ENSMUSG00000020143	0	0	1
ENSMUSG00000020149	111	91	29
ENSMUSG00000020150	5	23	5
ENSMUSG00000020152	73	36	11
ENSMUSG00000020153	47	30	13
ENSMUSG00000020154	2	5	0
ENSMUSG00000020156	3	0.5	42
ENSMUSG00000020163	182	250	53
ENSMUSG00000020175	3	0	3
ENSMUSG00000020180	19	12	10
ENSMUSG00000020182	5	28	0
ENSMUSG00000020183	2	0.6	0
ENSMUSG00000020186	8	35	20
ENSMUSG00000020189	13	8	6
ENSMUSG00000020198	26	11	33
ENSMUSG00000020205	9	28	0
ENSMUSG00000020214	0	0	22
ENSMUSG00000020219	30	26	16
ENSMUSG00000020228	1	3	0
ENSMUSG00000020231	12	0	3
ENSMUSG00000020238	8	7	7
ENSMUSG00000020241	1	0.5	1
ENSMUSG00000020255	5	3	4
ENSMUSG00000020256	2	0	0
ENSMUSG00000020257	24	8	6
ENSMUSG00000020260	11	6	21
ENSMUSG00000020263	21	3	10
ENSMUSG00000020267	176	168	114
ENSMUSG00000020272	2	0.6	12
ENSMUSG00000020277	38	8	4
ENSMUSG00000020280	4	7	14
ENSMUSG00000020283	11	15	35
ENSMUSG00000020284	3	0	3
ENSMUSG00000020289	2	0.8	3
ENSMUSG00000020290	21	11	16
ENSMUSG00000020297	125	0	0
ENSMUSG00000020305	3	2	4
ENSMUSG00000020307	14	22	115
ENSMUSG00000020308	20	4	9
ENSMUSG00000020309	14	34	4
ENSMUSG00000020311	21	16	35
ENSMUSG00000020315	49	7	5
ENSMUSG00000020321	364	254	10
ENSMUSG00000020328	6	8	9
ENSMUSG00000020329	4	2	3
ENSMUSG00000020331	57	0	0
ENSMUSG00000020333	34	0	15
ENSMUSG00000020334	5	0.8	0.8
ENSMUSG00000020340	92	0	0.5
ENSMUSG00000020346	10	12	2
ENSMUSG00000020349	49	14	5
ENSMUSG00000020354	0	0	0
ENSMUSG00000020358	59	79	72
ENSMUSG00000020363	1	0	0.6
ENSMUSG00000020368	91	129	40
ENSMUSG00000020372	62	93	37
ENSMUSG00000020375	27	14	6
ENSMUSG00000020386	46	118	14
ENSMUSG00000020388	2	0	0.6
ENSMUSG00000020390	62	34	47
ENSMUSG00000020392	24	5	6
ENSMUSG00000020396	52	0	1
ENSMUSG00000020397	4	2	10
ENSMUSG00000020407	1	0.5	0
ENSMUSG00000020422	5	2	0.9
ENSMUSG00000020424	2	0	2
ENSMUSG00000020430	13	8	19
ENSMUSG00000020432	9	18	4
ENSMUSG00000020435	11	0	111
ENSMUSG00000020437	0	0	0
ENSMUSG00000020440	83	50	30
ENSMUSG00000020454	9	5	9
ENSMUSG00000020456	43	36	21
ENSMUSG00000020457	20	12	30
ENSMUSG00000020458	177	13	10
ENSMUSG00000020459	11	15	9
ENSMUSG00000020460	120	116	64
ENSMUSG00000020462	94	16	454
ENSMUSG00000020463	10	14	19
ENSMUSG00000020464	10	13	7
ENSMUSG00000020467	7	4	2
ENSMUSG00000020469	0	0	0
ENSMUSG00000020471	5	3	10
ENSMUSG00000020475	4	0	813
ENSMUSG00000020477	12	11	3
ENSMUSG00000020482	8	17	28
ENSMUSG00000020483	261	70	146
ENSMUSG00000020492	5	0.6	3
ENSMUSG00000020495	4	2	3
ENSMUSG00000020514	21	23	26
ENSMUSG00000020515	32	22	10
ENSMUSG00000020524	69	0	0
ENSMUSG00000020528	16	5	8
ENSMUSG00000020532	4	9	3
ENSMUSG00000020534	0.7	44	11
ENSMUSG00000020536	8	0.8	2
ENSMUSG00000020537	14	8	10
ENSMUSG00000020544	3	2	5
ENSMUSG00000020547	29	5	2
ENSMUSG00000020562	7	0	252
ENSMUSG00000020572	11	13	4
ENSMUSG00000020577	64	0	4
ENSMUSG00000020589	39	1	0
ENSMUSG00000020605	4	3	0.6
ENSMUSG00000020608	15	10	58
ENSMUSG00000020609	0	450	0
ENSMUSG00000020611	6	5	5
ENSMUSG00000020612	171	43	63
ENSMUSG00000020621	30	22	15
ENSMUSG00000020623	2	0.6	0
ENSMUSG00000020628	12	4	10
ENSMUSG00000020629	17	71	3
ENSMUSG00000020634	17	15	3
ENSMUSG00000020635	14	0	0
ENSMUSG00000020636	0.6	0	345
ENSMUSG00000020638	10	3	1
ENSMUSG00000020641	0.5	2	0
ENSMUSG00000020649	0.5	2	5
ENSMUSG00000020650	49	9	223
ENSMUSG00000020651	3	0	0
ENSMUSG00000020654	4	0	0.5
ENSMUSG00000020657	27	0	31
ENSMUSG00000020658	22	0	0
ENSMUSG00000020664	129	154	76
ENSMUSG00000020668	18	0	0
ENSMUSG00000020671	53	36	24
ENSMUSG00000020674	4	1	0
ENSMUSG00000020681	4	0	71
ENSMUSG00000020687	7	4	19
ENSMUSG00000020689	0.5	1	0
ENSMUSG00000020692	1	0	0
ENSMUSG00000020694	9	4	33
ENSMUSG00000020695	0.9	0	0
ENSMUSG00000020698	0	0	311
ENSMUSG00000020701	2	0	0
ENSMUSG00000020705	22	10	14
ENSMUSG00000020706	13	20	18
ENSMUSG00000020708	237	85	116
ENSMUSG00000020709	2	13	0
ENSMUSG00000020720	56	48	51
ENSMUSG00000020733	18	55	12
ENSMUSG00000020734	4	0	0
ENSMUSG00000020736	22	13	16
ENSMUSG00000020737	23	4	164
ENSMUSG00000020738	104	32	52
ENSMUSG00000020739	11	4	9
ENSMUSG00000020740	11	1	4
ENSMUSG00000020743	8	22	102
ENSMUSG00000020744	10	2	7
ENSMUSG00000020745	76	19	91
ENSMUSG00000020747	5	3	8
ENSMUSG00000020755	12	4	11
ENSMUSG00000020766	4	9	8
ENSMUSG00000020773	1	1	2
ENSMUSG00000020774	4	2	0.9
ENSMUSG00000020775	12	15	21
ENSMUSG00000020777	28	256	6
ENSMUSG00000020778	4	0	3
ENSMUSG00000020780	22	15	20
ENSMUSG00000020782	0	4	0
ENSMUSG00000020785	26	0	0
ENSMUSG00000020790	3	2	1
ENSMUSG00000020794	13	13	5
ENSMUSG00000020799	3	0	332
ENSMUSG00000020801	5	1	9
ENSMUSG00000020802	18	2	8
ENSMUSG00000020803	25	30	10
ENSMUSG00000020806	0	1	0.6
ENSMUSG00000020810	16	1	1
ENSMUSG00000020814	6	0.8	3
ENSMUSG00000020821	18	26	2
ENSMUSG00000020823	17	1	29
ENSMUSG00000020827	27	6	2
ENSMUSG00000020831	1	0	0
ENSMUSG00000020834	3	1	2
ENSMUSG00000020838	4	0	0
ENSMUSG00000020840	14	10	4
ENSMUSG00000020841	7	4	3
ENSMUSG00000020843	8	3	3
ENSMUSG00000020844	4	0.7	51
ENSMUSG00000020849	422	130	208
ENSMUSG00000020850	24	23	18
ENSMUSG00000020857	5	12	4
ENSMUSG00000020859	23	8	9
ENSMUSG00000020863	52	23	14
ENSMUSG00000020867	0	0	273
ENSMUSG00000020869	21	17	25
ENSMUSG00000020873	18	22	10
ENSMUSG00000020877	2	10	2
ENSMUSG00000020878	2	1	830
ENSMUSG00000020884	2	311	0.8
ENSMUSG00000020888	2	0.5	3
ENSMUSG00000020893	9	0.9	12
ENSMUSG00000020894	121	3	4
ENSMUSG00000020897	0	0	5
ENSMUSG00000020899	3	0.9	2
ENSMUSG00000020900	31	4	15
ENSMUSG00000020903	6	3	16
ENSMUSG00000020904	1	0	46
ENSMUSG00000020914	0	0	27
ENSMUSG00000020917	31	88	8
ENSMUSG00000020919	4	5	0
ENSMUSG00000020922	20	18	35
ENSMUSG00000020925	8	4	3
ENSMUSG00000020926	13	0	1
ENSMUSG00000020928	5	0	0
ENSMUSG00000020929	16	5	16
ENSMUSG00000020930	1	0	20
ENSMUSG00000020935	14	7	7
ENSMUSG00000020936	34	17	31
ENSMUSG00000020945	0	0	191
ENSMUSG00000020946	19	16	42
ENSMUSG00000020949	215	36	22
ENSMUSG00000020952	25	38	22
ENSMUSG00000020953	13	0	0
ENSMUSG00000020954	25	12	9
ENSMUSG00000020956	4	4	3
ENSMUSG00000020962	8	5	9
ENSMUSG00000020964	18	24	4
ENSMUSG00000020973	2	1	24
ENSMUSG00000020974	0	0	3
ENSMUSG00000020982	31	19	34
ENSMUSG00000020986	23	20	24
ENSMUSG00000020988	4	13	5
ENSMUSG00000020993	122	40	51
ENSMUSG00000021000	9	46	7
ENSMUSG00000021003	8	2	12
ENSMUSG00000021018	25	13	8
ENSMUSG00000021024	99	85	382
ENSMUSG00000021025	16	25	7
ENSMUSG00000021027	12	1	7
ENSMUSG00000021032	2	0	0
ENSMUSG00000021033	17	348	28
ENSMUSG00000021036	5	4	3
ENSMUSG00000021037	132	106	41
ENSMUSG00000021038	19	5	11
ENSMUSG00000021040	13	10	19
ENSMUSG00000021044	15	6	6
ENSMUSG00000021047	21	0	0
ENSMUSG00000021048	17	90	3
ENSMUSG00000021051	26	16	40
ENSMUSG00000021054	13	19	8
ENSMUSG00000021057	33	0	0.5
ENSMUSG00000021065	19	1	13
ENSMUSG00000021066	38	0.6	18
ENSMUSG00000021069	1	153	1
ENSMUSG00000021072	21	22	14
ENSMUSG00000021076	34	9	89
ENSMUSG00000021079	35	26	11
ENSMUSG00000021087	258	0	10
ENSMUSG00000021094	26	17	13
ENSMUSG00000021096	61	39	143
ENSMUSG00000021102	60	56	12
ENSMUSG00000021103	6	3	6
ENSMUSG00000021111	19	21	25
ENSMUSG00000021112	10	4	13
ENSMUSG00000021114	309	45	122
ENSMUSG00000021116	20	19	57
ENSMUSG00000021118	0	0	0
ENSMUSG00000021123	0.9	0	0
ENSMUSG00000021125	2	0	1
ENSMUSG00000021131	19	9	37
ENSMUSG00000021134	70	44	50
ENSMUSG00000021135	0	207	0
ENSMUSG00000021139	0.5	0	0
ENSMUSG00000021143	20	2	36
ENSMUSG00000021144	15	6	21
ENSMUSG00000021147	10	3	5
ENSMUSG00000021149	30	31	32
ENSMUSG00000021171	6	6	5
ENSMUSG00000021178	183	119	75
ENSMUSG00000021179	3	2	5
ENSMUSG00000021182	2	0	5
ENSMUSG00000021185	2	6	0
ENSMUSG00000021186	1	0	0.9
ENSMUSG00000021189	4	4	40
ENSMUSG00000021190	67	22	18
ENSMUSG00000021192	23	26	63
ENSMUSG00000021194	124	0	5
ENSMUSG00000021196	28	0	13
ENSMUSG00000021203	7	0	85
ENSMUSG00000021207	0	0	0
ENSMUSG00000021209	15	4	23
ENSMUSG00000021210	0	495	0
ENSMUSG00000021213	0	80	4
ENSMUSG00000021214	3	0	0
ENSMUSG00000021216	0	0	0.8
ENSMUSG00000021218	147	147	106
ENSMUSG00000021219	6	0	0
ENSMUSG00000021226	3	0	0.5
ENSMUSG00000021235	3	2	4
ENSMUSG00000021236	7	25	6
ENSMUSG00000021238	17	116	8
ENSMUSG00000021240	8	4	0.6
ENSMUSG00000021241	22	15	36
ENSMUSG00000021242	11	10	7
ENSMUSG00000021248	39	34	26
ENSMUSG00000021252	5	8	2
ENSMUSG00000021257	2	0.5	48
ENSMUSG00000021259	51	0	3
ENSMUSG00000021264	15	20	18
ENSMUSG00000021265	2	0	0
ENSMUSG00000021270	379	165	459
ENSMUSG00000021273	44	53	172
ENSMUSG00000021278	2	0	2
ENSMUSG00000021279	16	12	5
ENSMUSG00000021281	0.9	3	15
ENSMUSG00000021282	55	82	172
ENSMUSG00000021285	17	4	8
ENSMUSG00000021286	7	15	5
ENSMUSG00000021290	554	486	389
ENSMUSG00000021302	12	3	3
ENSMUSG00000021303	12	0	0
ENSMUSG00000021311	0.7	1	4
ENSMUSG00000021313	11	0	0
ENSMUSG00000021314	34	0	1
ENSMUSG00000021322	0	0	0
ENSMUSG00000021335	0	5	0
ENSMUSG00000021338	3	1	6
ENSMUSG00000021357	13	3	14
ENSMUSG00000021361	37	123	10
ENSMUSG00000021364	3	134	38
ENSMUSG00000021365	3	2	1
ENSMUSG00000021368	19	9	22
ENSMUSG00000021371	6	16	0.8
ENSMUSG00000021373	62	0	32
ENSMUSG00000021377	25	20	14
ENSMUSG00000021388	1	0	0.7
ENSMUSG00000021390	4	0	2
ENSMUSG00000021392	9	7	89
ENSMUSG00000021408	0.9	11	2
ENSMUSG00000021416	0	0	0
ENSMUSG00000021420	7	12	35
ENSMUSG00000021423	14	7	0.9
ENSMUSG00000021427	17	18	12
ENSMUSG00000021428	9	4	15
ENSMUSG00000021448	3	0	1
ENSMUSG00000021451	4	0	0
ENSMUSG00000021456	0	0	0
ENSMUSG00000021457	0.5	0.5	0
ENSMUSG00000021468	15	12	11
ENSMUSG00000021470	2	2	3
ENSMUSG00000021474	19	38	2
ENSMUSG00000021477	55	347	147
ENSMUSG00000021484	15	38	17
ENSMUSG00000021486	112	95	23
ENSMUSG00000021492	0	193	1
ENSMUSG00000021496	10	15	5
ENSMUSG00000021497	114	131	14
ENSMUSG00000021500	14	9	38
ENSMUSG00000021501	16	8	15
ENSMUSG00000021518	20	11	17
ENSMUSG00000021534	8	0	94
ENSMUSG00000021537	80	49	236
ENSMUSG00000021541	2	0	0.7
ENSMUSG00000021548	28	9	11
ENSMUSG00000021552	45	23	1261
ENSMUSG00000021555	10	5	11
ENSMUSG00000021556	11	1	2
ENSMUSG00000021557	21	2	26
ENSMUSG00000021565	0	0	0
ENSMUSG00000021569	0	0	3
ENSMUSG00000021572	0	0	47
ENSMUSG00000021573	70	1	0
ENSMUSG00000021576	57	52	19
ENSMUSG00000021577	123	142	41
ENSMUSG00000021583	3	26	2
ENSMUSG00000021591	37	21	3
ENSMUSG00000021595	19	24	42
ENSMUSG00000021598	0	0	5
ENSMUSG00000021606	116	133	92
ENSMUSG00000021610	38	36	45
ENSMUSG00000021613	4	0	0
ENSMUSG00000021620	0	14	0.8
ENSMUSG00000021622	0	0	26
ENSMUSG00000021624	0	0	0
ENSMUSG00000021629	24	24	9
ENSMUSG00000021638	3	6	2
ENSMUSG00000021645	8	2	9
ENSMUSG00000021646	10	32	8
ENSMUSG00000021650	23	18	16
ENSMUSG00000021665	54	6	2
ENSMUSG00000021676	10	98	6
ENSMUSG00000021686	14	16	50
ENSMUSG00000021687	44	12	57
ENSMUSG00000021700	72	0	0
ENSMUSG00000021702	4	0	0
ENSMUSG00000021706	4	2	4
ENSMUSG00000021707	2	11	1
ENSMUSG00000021709	15	19	6
ENSMUSG00000021710	7	7	4
ENSMUSG00000021713	7	9	15
ENSMUSG00000021715	8	4	7
ENSMUSG00000021719	45	0	0
ENSMUSG00000021728	22	0	5
ENSMUSG00000021730	5	0	0.5
ENSMUSG00000021731	26	27	41
ENSMUSG00000021737	52	52	46
ENSMUSG00000021748	127	114	133
ENSMUSG00000021751	0	46	0
ENSMUSG00000021752	13	3	1
ENSMUSG00000021756	8	18	1
ENSMUSG00000021758	1	0	173
ENSMUSG00000021759	8	5	38
ENSMUSG00000021760	5	1	1
ENSMUSG00000021768	0	0	76
ENSMUSG00000021771	50	16	100
ENSMUSG00000021772	36	7	3
ENSMUSG00000021773	3	1	1
ENSMUSG00000021774	8	2	2
ENSMUSG00000021785	4	6	40
ENSMUSG00000021786	2	7	5
ENSMUSG00000021792	46	39	23
ENSMUSG00000021794	59	223	4
ENSMUSG00000021795	0	0	0
ENSMUSG00000021806	1	3	3
ENSMUSG00000021807	76	63	129
ENSMUSG00000021809	4	4	1
ENSMUSG00000021810	16	10	20
ENSMUSG00000021811	32	6	89
ENSMUSG00000021814	40	38	8
ENSMUSG00000021822	1	0	0
ENSMUSG00000021823	4	6	3
ENSMUSG00000021824	3	6	2
ENSMUSG00000021831	13	10	4
ENSMUSG00000021832	97	107	46
ENSMUSG00000021840	7	11	6
ENSMUSG00000021866	4	2	5
ENSMUSG00000021868	5	5	2
ENSMUSG00000021877	35	54	84
ENSMUSG00000021884	1	66	3
ENSMUSG00000021893	13	11	5
ENSMUSG00000021910	17	6	2
ENSMUSG00000021911	9	5	7
ENSMUSG00000021916	16	4	101
ENSMUSG00000021917	56	42	174
ENSMUSG00000021922	0	601	0
ENSMUSG00000021929	15	11	6
ENSMUSG00000021930	17	9	9
ENSMUSG00000021932	2	2	1
ENSMUSG00000021936	10	2	6
ENSMUSG00000021939	106	93	9
ENSMUSG00000021945	16	6	13
ENSMUSG00000021947	6	8	2
ENSMUSG00000021948	40	4	52
ENSMUSG00000021950	0	0	0
ENSMUSG00000021952	0.5	0.5	5
ENSMUSG00000021953	0	0	0
ENSMUSG00000021957	18	11	2
ENSMUSG00000021962	3	1	3
ENSMUSG00000021967	6	4	9
ENSMUSG00000021973	10	18	7
ENSMUSG00000021981	16	27	50
ENSMUSG00000021987	33	7	56
ENSMUSG00000021991	45	0	1
ENSMUSG00000021993	10	10	83
ENSMUSG00000021996	13	32	2
ENSMUSG00000021998	2	16	0
ENSMUSG00000022003	3	32	15
ENSMUSG00000022013	137	117	984
ENSMUSG00000022018	12	0	14
ENSMUSG00000022020	2	3	1
ENSMUSG00000022021	0	0	12
ENSMUSG00000022023	23	7	28
ENSMUSG00000022024	30	19	68
ENSMUSG00000022031	22	7	8
ENSMUSG00000022033	0	0	53
ENSMUSG00000022035	38	53	26
ENSMUSG00000022037	352	623	308
ENSMUSG00000022039	0	0	222
ENSMUSG00000022040	8	217	0.8
